가맹점관리,,,,
,,,,
,가맹점명,업종명,전화,가맹점주소
,파리바게뜨 구산연서점,제과점,023538916,서울 은평구 갈현로 128 1층
,파리바게뜨 대림시장점,제과점,023730401,"서울 은평구 응암로 175 1,2층"
,파리바게뜨 독바위역,제과점,023540082,서울 은평구 불광로 139 1층
,파리바게뜨 디지털미디어시티역점,제과점,023723868,서울 은평구 수색로 195 1층
,파리바게뜨 새절,제과점,023735581,"서울 은평구 증산로 389 102호 （신사동, 신현아파트）"
,파리바게뜨 서부병원점,제과점,023833777,서울 은평구 응암1동 98-55 은경빌딩 103호
,파리바게뜨 역촌2호,제과점,023682077,서울 은평구 역촌2동 79-32번지
,파리바게뜨 은평뉴타운3지구점,제과점,023858204,서울 은평구 진관3로 67 914동 105호
,파리바게뜨 은평신사점,제과점,023035645,"서울 은평구 가좌로 325, 1층 （신사동）"
,파리바게뜨 증산역점,제과점,023033630,"서울 은평구 증산로 299, 상가 1층 （증산동, 청록아파트）"
,파리바게뜨（녹번점）,제과점,07075568204,"서울 은평구 은평로 237 1,2층（녹번동）"
,파리바게뜨（불광로데오）,제과점,023863993,"서울 은평구 통일로 747, 1층 （대조동）"
,파리바게뜨（불광역점）,제과점,023520100,"서울 은평구 진흥로 196, 1층 （녹번동）"
,파리바게뜨（불광현대）,제과점,023528202,"서울 은평구 불광로 59 （불광동,지상1층가호,지상2층가호（일부））"
,파리바게뜨（역촌역점）,제과점,023536465,서울 은평구 대조동 179-8 1층
,파리바게뜨（은평행복점）,제과점,023844816,"서울 은평구 응암로 247, 1층 （응암동）"
,파리바게뜨구산역점,제과점,023520089,서울 은평구 서오릉로 140 （대조동）
,파리바게뜨역촌2호,제과점,023862077,서울 은평구 갈현로 46 （역촌동）
,파리바게이뜨 역말사거리,제과점,023571428,서울 은평구 역촌2동 62-1번지 1층
,파리바게트 불광점,제과점,023829033,서울 은평구 연서로 286 （불광동）
,포마토김밥,한식,023072341,서울 은평구 가좌로 231 （응암동）
,풍년장,중식,023896703,서울 은평구 연서로18길 14-1 （대조동）
,프랑세즈,제과점,023895400,"서울 은평구 불광로 50 지하1,지상1층"
,프랑세즈,제과점,023895400,서울 은평구 진흥로1가길 2 1층 （역촌동）
,프랑세즈,제과점,023895400,"서울 은평구 갈현로 57-1, 1층 우측 （역촌동）"
,피자스쿨 은평뉴타운점,패스트푸드,023860009,"서울 은평구 진관4로 47 상가708동 107호 （진관동, 은평뉴타운상림마을）"
,하모니,일반대중음식,023031819,서울 은평구 증산로15길 64 （신사동）
,하얀풍차,제과점,023867807,"서울 은평구 통일로87길 17, 1층 （갈현동）"
,한솥 응암점,한식,025851114,"서울 은평구 응암로 255, 1층 （응암동）"
,한솥도시락 구파발역점,한식,025851114,"서울 은평구 진관2로 29-21, 1층 101호 （진관동）"
,한솥도시락 불광역점,식품잡화,023513404,서울 은평구 불광로 12 1층
,항아리반찬,식품잡화,020201111,서울 은평구 은평터널로 144 1층 103호
,해바라기분식,한식,07089265625,"서울 은평구 은평로6길 13-1, 1층 （응암동）"
,행복반점,중식,023595434,"서울 은평구 갈현로 322, 1층 （갈현동）"
,향미루,중식,023540237,서울 은평구 은평로 47 （신사동）
,형아네분식,한식,021331111,"서울 은평구 은평터널로 145, 1층 101호 （신사동）"
,호펍,일반대중음식,0211121111,"서울 은평구 은평로9길 13,1층 105,106호"
,홍쌤 떡볶이,일반대중음식,023095394,"서울 은평구 서오릉로17길 15, 지층 （구산동）"
,홍진관,중식,023877129,"서울 은평구 응암로 288, 1층 （응암동）"
,후루룩국수와돈까스,한식,023778204,서울 은평구 증산로7길 16 104호
,국민전통갈비,한식,023031355,서울 서대문구 명지대길 83 1층
,기쁨주는반찬가게,농수산물,023928304,"서울 서대문구 증가로 131, 1층 （남가좌동）"
,김밥사랑,한식,023942030,서울 서대문구 홍제동 167-2번지
,김밥세상,일반대중음식,023060666,서울 서대문구 거북골로 194 （북가좌동）
,김밥천국,한식,023947709,서울 서대문구 홍은동 48-107
,김밥천국,한식,023239995,"서울 서대문구 연희로 115, 1층 （연희동）"
,김밥천국,한식,023954849,"서울 서대문구 세무서길 25, 1층 （홍제동）"
,김밥천국,한식,023755775,"서울 서대문구 거북골로 29, 1층 좌측 （남가좌동）"
,김밥천국,한식,023797650,서울 서대문구 간호대로 9 1층 （홍제동）
,김밥천국,한식,023769995,서울 서대문구 가좌로 140 （홍은동）
,김밥하우스,한식,0234170777,서울 서대문구 세검정로 99 1층홍제동
,노블 베이커리,제과점,023039435,"서울 서대문구 증가로 123 107,108호"
,다림정,한식,0232169046,서울 서대문구 홍은3동 204-14 1층
,다올감자탕 곰탕,한식,0211131111,서울 서대문구 홍은중앙로 97 1층
,달떡볶이 북가좌점,한식,023032223,서울 서대문구 거북골로20길 71 1충 좌측（북가좌동）
,델리랩햄버거,패스트푸드,0211131111,서울 서대문구 가좌로 146 1층
,도원,중식,029141862,"서울 서대문구 가재울로6길 53-87, 1층 132"
,독일제과,제과점,023241148,서울 서대문구 연희2동 150-5
,동보성,중식,023797202,서울 서대문구 홍제2동 460번지 인왕산현대아파트 상가 3층 5호
,동평원,중식,023389441,"서울 서대문구 가재울로 46,2층"
,뚜레쥬르 증산역점,제과점,023056780,"서울 서대문구 증가로 259 1층 101호 （ 북가좌동,선정오피스텔）"
,뚜레쥬르 홍제역점,제과점,023941626,서울 서대문구 통일로 440 - 1 지하 홍제역지하1층 314-18호 （홍제동）
,뚜레쥬르시카고,제과점,023740435,서울 서대문구 남가좌2동 74-25
,마실중 （ing）,제과점,023946770,서울 서대문구 모래내로 357 （홍은동）
,만리장성,중식,023969970,서울 서대문구 홍은중앙로 106 （홍은동）
,만리장성,중식,023793600,서울 서대문구 홍제4동 105 현대인왕종합상가 304호
,미가,한식,07042001450,서울 서대문구 통일로39길 16 （홍제동）
,미스사이공 북가좌점,일반대중음식,07041150420,서울 서대문구 응암로 70 1층 가호（북가좌동）
,본 죽,한식,023968340,서울 서대문구 통일로 427 （홍제동）
,본죽（인왕산점）,한식,027236288,서울 서대문구 홍제2동 139-5번지 1층
,봄꽃김밥,한식,023241830,서울 서대문구 연희로36길 10 （연희동）
,분식마루,한식,0212345678,"서울 서대문구 명지대7길 22,1층"
,성호각,중식,023248017,"서울 서대문구 연희로 207 （연희동,2층）"
,신참떡볶이 홍제역점,한식,023961432,"서울 서대문구 통일로 455, 1층 （홍제동）"
,아현파리바게뜨,제과점,023130337,서울 서대문구 북아현로 18 （북아현동）
,얌샘 홍제점,한식,027410567,"서울 서대문구 통일로 392, 외4필지 1층 （홍제동）"
,연희동 영월,한식,023234256,서울 서대문구 연희로 81-21 2층 （연희동）
,영화반점,중식,023620567,서울 서대문구 북아현로2길 5 1층
,옛고향,한식,0232161977,서울 서대문구 홍은3동 254-86 2층
,오 킴밥,한식,0234173377,서울 서대문구 인왕시장길 16 （홍제동）
,오레시피서울DMC파크점,식품잡화,0263695353,서울 서대문구 가재울미래로 2 상가102동104-2호
,오렌지김밥（홍제동）,한식,027336401,서울 서대문구 통일로 410 1층（홍제동）
,오봉도시락,일반대중음식,027358486,서울 서대문구 통일로 364 （홍제동）
,왕돈가스 왕냉면,한식,023091133,서울 서대문구 응암로 89 1층
,왕짜장,중식,023072050,서울 서대문구 거북골로 192 （북가좌동）
,이모네분식,한식,023911314,서울 서대문구 홍은중앙로 100-10 1층
,이화원,중식,023916661,서울 서대문구 홍제동 315-1
,주재근베이커리 홍제,일반대중음식,027353475,서울 서대문구 통일로 438 홍제동
,중국성,중식,023728989,서울 서대문구 응암로1길 12 1층
,짜우반점,중식,023728004,"서울 서대문구 거북골로 29-4 1,2층"
,차이나,중식,023945320,"서울 서대문구 가좌로 142, 지층 （홍은동）"
,천냥김밥,한식,0232177284,서울 서대문구 세검정로1길 85 （홍은동）
,춘향골남원추어탕,한식,023916252,서울 서대문구 홍은3동 430-11
,칭따오,중식,023963375,서울 서대문구 통일로 442-11 （홍제동）
,토스트굽는사람들,일반대중음식,023790209,서울 서대문구 홍은동 40-4번지 1층
,토스트와 주먹밥（홍제점）,일반대중음식,023957564,"서울 서대문구 간호대로 29, 1층 （홍제동, 홍제동빌딩）"
,파리바게뜨,제과점,023919401,"서울 서대문구 세검정로 52-1, 1층 1호 2호 3호 （홍제동）"
,파리바게뜨,제과점,027303300,"서울 서대문구 통일로 398, 1층 （홍제동）"
,파리바게뜨 가재울뉴타운점,제과점,023753337,"서울 서대문구 거북골로 120 상가동 지하2층 3-2a,3-2b"
,파리바게뜨 가재울래미안점,제과점,0231529338,서울 서대문구 응암로 54 1층
,파리바게뜨 가좌중앙점,제과점,023958233,서울 서대문구 응암로 105 1층
,파리바게뜨 명지대점,제과점,023038202,"서울 서대문구 증가로 130, 1층 （남가좌동）"
,파리바게뜨 서대문행복점,제과점,023130482,서울 서대문구 충정로9길 6 （충정로2가）
,파리바게뜨 신촌현대점,제과점,023229919,서울 서대문구 신촌로 57-1 （창천동）
,파리바게뜨 아현점,제과점,023622005,서울 서대문구 북아현1동 138-21번지 1층
,파리바게뜨 연희대우점,제과점,07042001717,"서울 서대문구 연희로 44, 1층 （연희동）"
,파리바게뜨 연희안산점,제과점,023226222,서울 서대문구 연희로 198 파리바게뜨 연희안산점 （연희동）
,파리바게뜨 홍은벽산,제과점,07041164796,"서울 서대문구 홍은중앙로 29, 1층 （홍은동）"
,파리바게뜨 홍제역점,제과점,0232178200,"서울 서대문구 통일로 461, 1층 지하1층 （홍제동）"
,파리바게뜨서대문구청점,제과점,023968243,"서울 서대문구 모래내로 355, 1층 （홍은동）"
,파리바게뜨충암점,제과점,023722559,서울 서대문구 홍은3동 340-2
,파리바게뜨홍은점,제과점,023913367,"서울 서대문구 홍은중앙로 104, 1층 （홍은동）"
,파리바게뜨홍제인왕점,제과점,023793304,서울 서대문구 세무서길 27 （홍제동）
,포마토김밥,한식,027399055,"서울 서대문구 세무서2길 2, 외2필지 내2호 （홍제동）"
,피엠푸드 냉천점,패스트푸드,023131082,서울 서대문구 냉천동 돈의문센트레빌단지상가 105호
,피자스쿨,일반대중음식,07087806798,"서울 서대문구 거북골로 58, 지상 1층 （남가좌동）"
,한솥도시락 경기대앞점,한식,023121465,서울 서대문구 경기대로 59 .
,한스델리 신촌점,한식,023135215,서울 서대문구 신촌역로 39 （창천동）
,한스델리 홍제점 플러스,일반대중음식,023945212,서울 서대문구 통일로 425 2층 （홍제동）
,행복한빵,제과점,023095876,서울 서대문구 가재울로 43 107 남가좌동현대아파트상가1동1층
,호랑이 식탁,일반대중음식,024526355,"서울 서대문구 명지대2길 14 2층,201호"
,호화반점,중식,023722896,서울 서대문구 증가로24바길 71 1층
,홍은떡볶이,한식,023968029,"서울 서대문구 모래내로 347-2, 1층 （홍은동）"
,환타지아（파리바게뜨 가좌역점）,제과점,023052234,서울 서대문구 수색로 32 （남가좌동）
,황성욱빠띠시에,제과점,023027175,"서울 서대문구 거북골로 10, 지상 1층 （홍은동）"
,BBQ올떡볶이상암점,한식,029952932,"서울 마포구 월드컵북로 502-36, 상암월드컵파크10단지상가 103호 （상암동）"
,거부장,한식,023099019,서울 마포구 월드컵북로48길 5 1층
,곰작,일반대중음식,023362650,서울 마포구 와우산로 140 1층
,길림성,중식,023344742,서울 마포구 연남로 93 （연남동）
,김밥나라,한식,023032414,서울 마포구 월드컵북로 236 1층 （중동）
,김밥나라,일반대중음식,023739939,서울 마포구 월드컵로 204 （성산동）
,김밥사랑,한식,023628001,"서울 마포구 대흥로30길 12, 1층 （염리동）"
,김밥천국,한식,027063386,서울 마포구 토정로 210 （신수동）
,김밥천국,한식,023386756,서울 마포구 월드컵로 104 （성산동）
,김밥천국,한식,023138625,"서울 마포구 굴레방로 11-1, 1층 （아현동）"
,김밥천국,한식,023326800,서울 마포구 방울내로 76 （망원동）
,김밥천국 마포경찰서점,한식,023643506,"서울 마포구 마포대로 179, 1층 （아현동）"
,나는제비,한식,027048422,서울 마포구 토정로 196 지층 1층（구수동）
,닝교초식당 홍대점,일식,023321436,"서울 마포구 어울마당로 127 2층,3층"
,달미코코,양식,0211121111,서울 마포구 성미산로29길 42-1 1층
,뚜레쥬르 광흥창역점,제과점,023257009,"서울 마포구 서강로 55 101,110호（창전동,서강쌍용예가2단지）"
,뚜레쥬르 구수동점,제과점,027175999,서울 마포구 토정로 190 （구수동）
,뚜레쥬르 마포성산점,제과점,023049469,서울 마포구 월드컵북로 184 1층（성산동）
,뚜레쥬르애오개역점,제과점,027041450,"서울 마포구 마포대로 180, 1층 1호 마포법조빌딩 （공덕동）"
,마르메종과자점,제과점,023074836,서울 마포구 월드컵북로 236 （중동）
,맛으로,한식,027148377,서울 마포구 대흥로8길 15 1층
,문턱없는 밥집,한식,023244190,"서울 마포구 성미산로5길 57, B층 101호 소행주 4호 （성산동）"
,바이타임용혁점,한식,023386105,서울 마포구 합정동 428-27번지
,베이커리나무,제과점,0231433605,"서울 마포구 포은로 40-1, 1층 （합정동）"
,본죽,한식,0295176582,"서울 마포구 큰우물로 53, 105호 （염리동, 네이버타운）"
,본죽,한식,023046286,서울 마포구 월드컵북로 502 제1층 제113호
,부용각,중식,027156500,서울 마포구 대흥로20길 16 （대흥동）
,북경,중식,023727858,서울 마포구 월드컵북로44길 25 （상암동）
,빠띠시에,제과점,023021156,"서울 마포구 상암산로1길 77, 1층 103 （상암동, 상암타워클리닉）"
,빵사랑,제과점,0231522728,"서울 마포구 월드컵북로 185, 1층 （성산동）"
,쁘띠레브,제과점,023721226,"서울 마포구 월드컵북로 502 103호 117호 （상암동, 월드컵파크프라자）"
,삼보성,중식,027165656,"서울 마포구 독막로40길 36, 1층 （대흥동）"
,선경,중식,023381636,"서울 마포구 동교로 42-1 （합정동,1층）"
,설경,중식,0231435528,서울 마포구 망원로7길 31-6 1층 101호
,시스터키친고메,식품잡화,07073483734,서울 마포구 토정로31길 23 23
,신안동장,중식,023263965,"서울 마포구 성미산로 98, 1층 （연남동）"
,신화루,중식,0231410799,서울 마포구 방울내로 63 1층 （망원동）
,알찬밥집,한식,023363914,"서울 마포구 양화로 140, 지 1층 （동교동, 남강빌딩）"
,알찬밥집,한식,0211121111,서울 마포구 홍익로2길 16 지하1층
,연래춘,중식,027173623,"서울 마포구 신촌로22길 9, 2층 （노고산동）"
,연우김밥 성산점,한식,023364522,"서울 마포구 성미산로 17,101호 （성산동）"
,영빈,중식,023646005,"서울 마포구 환일길 44, 지하1층 （아현동）"
,옛날손짜장,중식,027143210,서울 마포구 백범로 131 （염리동）
,오봉도시락（상암점）,한식,023055353,"서울 마포구 월드컵로42길 12 103호（상암동, 상암월드컵파크8단지）"
,옥이네,한식,023761170,서울 마포구 상암동 상암월드컵8단지제상가동 1층 105호
,왕장,중식,023370070,서울 마포구 포은로 12 2층 （합정동）
,용우동,한식,023074355,"서울 마포구 월드컵북로30길 9, 1층 （성산동）"
,이삭토스트광흥창역점,일반대중음식,0232736111,"서울 마포구 독막로 184, 1층 （신수동, H.J빌딩）"
,제인버거,패스트푸드,0231440955,서울 마포구 월드컵로13길 1층 （망원동）
,종로김밥,일반대중음식,027025775,"서울 마포구 큰우물로 52, 107 （용강동, 세일상가）"
,중국성,중식,027019393,서울 마포구 만리재옛길 68-1 .
,짱스버거,패스트푸드,023225049,"서울 마포구 망원로3길 8, 1층 （망원동）"
,짱오야,중식,023078988,"서울 마포구 월드컵북로 501, 상가 1층 101호 （상암동, 상암월드컵파크9단지）"
,촌닭마을,한식,023355255,"서울 마포구 양화로1길 32, 1층 （합정동）"
,파리바게뜨,제과점,023099114,"서울 마포구 월드컵로 204 107（성산동,이안상암1차）"
,파리바게뜨,제과점,027170085,"서울 마포구 숭문길 57, 1층 （염리동）"
,파리바게뜨  마포점,제과점,027034214,서울 마포구 도화동 201-2 1층
,파리바게뜨 대흥역점,제과점,027135333,"서울 마포구 백범로 98-1, 1,2층 （대흥동）"
,파리바게뜨 마포오거리점,제과점,027068203,"서울 마포구 마포대로7길 11, 1층 전체 （공덕동, 용진빌딩）"
,파리바게뜨 망원점,제과점,023341387,서울 마포구 포은로 120 （망원동）
,파리바게뜨 상암점,제과점,023058458,서울 마포구 월드컵북로 497 1층 105~107호
,파리바게뜨 서강신수,제과점,027161447,서울 마포구 광성로 44 （신수동）
,파리바게뜨 성산시영점,제과점,023030989,서울 마포구 월드컵북로 218 1층 101호 우측 （성산동）
,파리바게뜨 성산행복점,제과점,023383433,"서울 마포구 월드컵로 148, 1층 （성산동）"
,파리바게뜨KBS미디어센터점,제과점,0269398318,"서울 마포구 매봉산로 45, 1층 상가 7-2호 （상암동, KBS미디어센터）"
,파리바게뜨마포성서점,제과점,0223444567,서울 마포구 성미산로5길 41 1층
,피이인터내셔날（주） 파리바게뜨 애오개점,제과점,0211121111,서울 마포구 마포대로 183-28 1층
,피자스쿨,패스트푸드,023387797,"서울 마포구 월드컵로13길 56, 1층 （망원동）"
,피자스쿨,일반대중음식,023261082,"서울 마포구 방울내로 87, 1층 （망원동）"
,피자스쿨 만리점,패스트푸드,027191082,서울 마포구 만리재옛길 104 （공덕동）
,피자스쿨상암점,패스트푸드,023765500,"서울 마포구 월드컵북로 324, 107 （상암동, 형제빌딩）"
,한솔,일반대중음식,023367469,서울 마포구 월드컵로 61 （망원동）
,한솥도시락 상수역점,한식,023374300,"서울 마포구 독막로 82, 1층 （상수동）"
,한스델리플러스 홍대점,양식,023247105,"서울 마포구 어울마당로 126-1, 2층 3층 （서교동）"
,한영 도시락,할인점/슈퍼마켓,023321858,서울 마포구 월드컵로32길 9 （성산동）
,해피하우스,한식,023254897,"서울 마포구 양화로 133, 103호 （서교동, 서교타워지）"
,홍익분식,한식,023327725,서울 마포구 성미산로 99 지하1층 （연남동）
,홍콩반점,중식,023365240,서울 마포구 월드컵로1길 28 2층 （합정동）
,GS25신정행복점（행복）,식품잡화,0226033400,서울 양천구 오목로37길 12 （신정동）
,가나분식,한식,0226060039,서울 양천구 신정5동 911-7번지 1층
,가마로강정,일반대중음식,0226011117,"서울 양천구 중앙로43길 23, 1층 （신정동）"
,가원,중식,0226142641,서울 양천구 신정동 1284-2 동일프라자 1층
,가향,중식,0226461353,서울 양천구 신목로6길 6-13 1층
,고기마을,한식,0226467667,서울 양천구 목동로3길 57 2층
,고릴라수제버거 컵밥,일반대중음식,0260527727,"서울 양천구 화곡로 41,1층"
,공룡김밥（신월점）,한식,0226078255,서울 양천구 곰달래로 41 1층
,길룡성,중식,0226058884,"서울 양천구 곰달래로 30, 1층 （신월동, 승욱빌딩）"
,김밥 365,한식,0226043659,서울 양천구 신월로 170 1층 （신월동）
,김밥모닝,일반대중음식,0223444567,서울 양천구 신월로 224 1층3호 （신정동）
,김밥사랑,한식,0226993063,서울 양천구 오목로 75 （신월동）
,김밥세상,한식,0226924174,서울 양천구 화곡로4길 2 （신월동）
,김밥천국,한식,07040761453,서울 양천구 남부순환로59길 2 （신월동）
,김밥천국목동점,한식,0269475009,"서울 양천구 목동중앙북로 73,1층 104호 （목동,덕수프라자）"
,김밥친구,한식,0226084843,서울 양천구 오목로 146 （신정동）
,김성환베이커리,제과점,0226923627,서울 양천구 신정5동 908-23번지
,까르보네신월7동점,양식,0263962350,서울 양천구 지양로7길 9 지상1층 2호 대지빌딩
,남궁돈 만두명장,한식,0226457995,서울 양천구 목동중앙북로16길 2 （목동）
,다복분식,한식,07073945769,"서울 양천구 지양로7길 14, 1층 （신월동）"
,더착한김밥,한식,100000000,"서울 양천구 목동중앙본로 49, 102 （목동, 해피빌）"
,동네치킨,일반대중음식,0226085987,서울 양천구 월정로 53 1층3호（신월동）
,동막골아머니밥상,한식,0226910357,"서울 양천구 남부순환로70길 22, 1층 106호 （신월동, 대흥빌딩）"
,땅스 부대찌개&닭강정,한식,0226046764,서울 양천구 지양로 75 1층
,뚜레쥬르 목4동점,제과점,0226532900,서울 양천구 목4동 763-1번지 성원아파트상가동 102호 103호
,뚜레쥬르 서서울공원점,제과점,0226430450,"서울 양천구 남부순환로 431, 1층 （신월동）"
,뚜레쥬르남부법원점,제과점,0226471485,서울 양천구 신월로 344 （신정동）
,뚜레쥬르양천캐슬（2）점,제과점,0226980080,"서울 양천구 오목로5길 19, 102호 상가 양천롯데캐슬 （신월동）"
,랑주,제과점,0226490445,서울 양천구 목동중앙북로 90 （목동）
,로띠르베이커리,제과점,0226047756,서울 양천구 오목로 75 （신월동）
,롤리밥스,한식,0226442525,서울 양천구 신정동 128-6
,롯데리아 신곡시장점,패스트푸드,0222757997,"서울 양천구 신월로 164, 2107 108 205 （신월동, 승일뷰티타워）"
,롯데리아 신정네거리,일반대중음식,0226081712,서울 양천구 중앙로 277 （신정동）
,롯데리아목동점,패스트푸드,0220615455,"서울 양천구 신목로 72, 1층 2층 （신정동）"
,만리장성,중식,0220611580,"서울 양천구 목동중앙로13나길 27, 1층 （목동）"
,맘마미아 파스타,일반대중음식,029059006,서울 양천구 남부순환로55길 15 1층
,맘스터치,일반대중음식,0226980117,서울 양천구 가로공원로 152-1 （신월동）
,맛고을찌게마을,중식,0226014648,서울 양천구 오목로 196 （신정동）
,맛있는 접시,한식,0220603310,"서울 양천구 은행정로 37-1, 1층 （신정동）"
,명랑쌀핫도그신월7동점,일반대중음식,0226902737,서울 양천구 지양로7길 4 1층（신월동）
,무지개분식,한식,0226452771,"서울 양천구 신목로16길 7, 1층 （목동）"
,미가김밥,한식,0226533834,"서울 양천구 신목로16길 14, 1층 （신정동）"
,미소갈비,한식,0226948302,"서울 양천구 화곡로4길 32, 1층 （신월동）"
,박리김밥,한식,0226916639,"서울 양천구 중앙로53길 65, 106 （신월동, 경창아파트）"
,배터진국수집,한식,0226999314,서울 양천구 지양로14길 11 101호（신월동）
,본차이나,중식,0226039696,서울 양천구 오목로 178 1층 （신정동）
,북경중화요리,중식,0226997788,"서울 양천구 지양로13길 2, 1층 （신월동）"
,브레스트과자점,제과점,0226462660,서울 양천구 목동중앙본로 68-1 （목동）
,빵빵데이,제과점,0226971451,"서울 양천구 신정이펜1로 50, 상가동 지상 1층 104호 신정 이펜하우스 3단지"
,빵파라다이스,제과점,0226029900,"서울 양천구 지양로 29, 오윤빌딩 지하1층 비02호 지하2층 비01호 （신월동）"
,산동성 중화요리,중식,0226540336,서울 양천구 목동남로2길 15 1층 103호 （신정동）
,상하이쿵,중식,0226443236,서울 양천구 신정동 1021-5
,서서울분식,한식,0260801495,서울 양천구 남부순환로58길 33 1층
,세명반점,중식,0226946605,서울 양천구 오목로 81 （신월동）
,소문장,중식,0226443067,서울 양천구 목동중앙북로8나길 29 （목동）
,수현성,중식,0226929835,"서울 양천구 지양로3길 10, 1층 （신월동）"
,시루봉떡방,제과점,0226063612,"서울 양천구 오목로 206, 1층 （신정동）"
,신월진미떡볶이,일반대중음식,0226080957,서울 양천구 곰달래로5길 45 （신월동）
,아무리생각해도난짜장,중식,0264038964,서울 양천구 화곡로4길 2 1층 （신월동）
,아방궁,중식,0226936937,"서울 양천구 중앙로 274 1,2층（신정동）"
,아영씨네식당,한식,0226029597,서울 양천구 월정로 219 1층
,얌샘（목2동점）,한식,0226513878,서울 양천구 목동중앙본로 123 （목동）
,얌샘김밥,한식,0226033378,서울 양천구 신정이펜2로 22 1 층101호
,어머니맛김밥,한식,0263405359,"서울 양천구 목동남로4길 6-23, B동 지상 1층 101호"
,엄마손김밥,한식,0226066267,"서울 양천구 지양로 73, 1층 （신월동）"
,영빈관,중식,0226980619,서울 양천구 오목로 14 （신월동）
,오!해피데이,제과점,0220658600,"서울 양천구 남부순환로59길 6, 1층 103호 （신월동）"
,왕세숫대야냉면,한식,0226445658,"서울 양천구 화곡로4길 2, 왕세숫대야냉면 （신월동）"
,"왕세숫대야냉명,왕돈까스",한식,0220621441,서울 양천구 신정7동 276번지 양천상가 A동 106호
,요리왕,중식,0226467900,"서울 양천구 목동동로10길 14, 성지상가 103 （신정동）"
,용궁,중식,0226478838,"서울 양천구 목동중앙북로16길 30, 1층 （목동）"
,용문각,중식,0226081939,서울 양천구 남부순환로60길 2 （신월동）
,우리분식,한식,0226927607,서울 양천구 신정4동 940-3번지
,우리집김밥,한식,0226529149,"서울 양천구 목동중앙북로 93, 1층 （목동）"
,우미장,중식,0226050347,서울 양천구 월정로 66 （신월동）
,우이동 멸치국수,일반대중음식,0226902258,서울 양천구 가로공원로 105 1층
,인생닭강정 신월점,일반대중음식,0211131111,서울 양천구 지양로 71 1층 일부（신월동）
,자금성,중식,0226517877,서울 양천구 목동중앙남로11길 11 2층
,자금성,중식,0226960077,"서울 양천구 가로공원로69길 6, 1층 （신월동）"
,종로김밥,한식,0226515485,"서울 양천구 신목로16길 22, 1층 （신정동）"
,중국성,중식,026525100,"서울 양천구 목동동로 50, 12단지B상가 207 （신정동）"
,중화루,중식,0226975460,서울 양천구 화곡로3길 1 1층
,중화명가,중식,0226453006,"서울 양천구 목동중앙북로5길 10, 1층 （목동）"
,지리산밥상,한식,0226016765,서울 양천구 오목로 185 1층좌측 （신정동）
,차이나,중식,0226524774,"서울 양천구 목동로3길 57, 상가 1층 105 （신정동, 양천아파트）"
,철이네분식,한식,0226918135,서울 양천구 신월5동 55-16번지
,체리이야기,한식,0226985655,서울 양천구 가로공원로64길 8 （신월동）
,쿡1015,한식,07040011015,"서울 양천구 신정이펜1로 50 상가동 1층 105호（신정동,신정이펜하우스）"
,킹떡볶이,한식,0264489797,"서울 양천구 남부순환로40길 42, 1층 1호 오른쪽점포 칸 （신월동）"
,토마토김밥,한식,0226489566,"서울 양천구 목동중앙남로 68, 1층 （목동）"
,토마토김밥,한식,0226535208,"서울 양천구 목동중앙북로7길 12, 103호 （목동）"
,토마토김밥,한식,0226071012,서울 양천구 지양로7길 4 .
,토마토김밥,한식,0226495005,"서울 양천구 은행정로 19, 1층 （신정동）"
,토마토김밥 강서고교점,한식,0220612900,서울 양천구 목동중앙남로 7-1 1층101호
,파리바게뜨,제과점,0226978281,"서울 양천구 신월로 165, 1층 （신월동）"
,파리바게뜨,제과점,0226047281,"서울 양천구 오목로 51, 1층 （신월동）"
,파리바게뜨,제과점,0226038208,서울 양천구 신월1동 228-1 1층
,파리바게뜨 목2점,제과점,0226511225,서울 양천구 목동중앙북로 73 102호
,파리바게뜨 목3동점,제과점,0226473568,"서울 양천구 목동중앙북로 31, 1층 （목동）"
,파리바게뜨 목동사랑,제과점,02231111,"서울 양천구 목동중앙본로7길 45 1층 103,104호"
,파리바게뜨 목동오거리,제과점,0226938245,"서울 양천구 오목로 218, 1층 （신정동, 이화빌딩）"
,파리바게뜨 신월5동,제과점,0226048203,"서울 양천구 화곡로 50, 은행상가 106 107호 （신월동）"
,파리바게뜨 신월7동점,제과점,0226078212,서울 양천구 지양로 75 은경빌딩1층3호
,파리바게뜨 신월사거리,제과점,0226915470,서울 양천구 남부순환로 358 （신월동）
,파리바게뜨 오목교역점,제과점,0226532382,"서울 양천구 오목로 320, 1층 （목동）"
,파리바게뜨（신정갈산）,제과점,0226513651,서울 양천구 목동남로 48 （신정동）
,파리바게뜨（신정네거리역점）,제과점,0226056540,서울 양천구 신정3동 1182-2번지 106호 107호
,파리바게뜨（신정점）,제과점,026458200,"서울 양천구 신목로 34, 1층 104 （신정동, 협승빌딩）"
,파리바게뜨서남병원점,제과점,0226900495,"서울 양천구 신정이펜1로 50, 110호 （신정동, 신정이펜하우스3단지）"
,파리바게뜨신정역,제과점,0226996994,서울 양천구 오목로 149 （신정동）
,파리바게뜨양천푸른점,제과점,0226158858,"서울 양천구 신정로7길 60-5, 104호 105 （신정동, 동일프라자）"
,포해피,일반대중음식,0226943336,서울 양천구 지양로7길 10 1층
,하오하오,중식,0226441999,서울 양천구 목동중앙본로7길 38-18 （목동）
,향촌,한식,0226539020,서울 양천구 목동중앙서로 46 지하1층
